,number,value,datetime_start,datetime_complete,duration,params_DIAsynprice_DIA_beta_win,params_DIAsynprice_DIA_stop_loss,params_DIAsynprice_DIA_trade_freq,params_DIAsynprice_DIA_z_entry,params_DIAsynprice_DIA_z_exit,params_DIAsynprice_DIA_z_stop_scaler,params_DIAsynprice_DIA_z_win,params_QQQsynprice_QQQ_beta_win,params_QQQsynprice_QQQ_stop_loss,params_QQQsynprice_QQQ_trade_freq,params_QQQsynprice_QQQ_z_entry,params_QQQsynprice_QQQ_z_exit,params_QQQsynprice_QQQ_z_stop_scaler,params_QQQsynprice_QQQ_z_win,params_XLBsynprice_XLB_beta_win,params_XLBsynprice_XLB_stop_loss,params_XLBsynprice_XLB_trade_freq,params_XLBsynprice_XLB_z_entry,params_XLBsynprice_XLB_z_exit,params_XLBsynprice_XLB_z_stop_scaler,params_XLBsynprice_XLB_z_win,params_XLCsynprice_XLC_beta_win,params_XLCsynprice_XLC_stop_loss,params_XLCsynprice_XLC_trade_freq,params_XLCsynprice_XLC_z_entry,params_XLCsynprice_XLC_z_exit,params_XLCsynprice_XLC_z_stop_scaler,params_XLCsynprice_XLC_z_win,params_XLEsynprice_XLE_beta_win,params_XLEsynprice_XLE_stop_loss,params_XLEsynprice_XLE_trade_freq,params_XLEsynprice_XLE_z_entry,params_XLEsynprice_XLE_z_exit,params_XLEsynprice_XLE_z_stop_scaler,params_XLEsynprice_XLE_z_win,params_XLFsynprice_XLF_beta_win,params_XLFsynprice_XLF_stop_loss,params_XLFsynprice_XLF_trade_freq,params_XLFsynprice_XLF_z_entry,params_XLFsynprice_XLF_z_exit,params_XLFsynprice_XLF_z_stop_scaler,params_XLFsynprice_XLF_z_win,params_XLIsynprice_XLI_beta_win,params_XLIsynprice_XLI_stop_loss,params_XLIsynprice_XLI_trade_freq,params_XLIsynprice_XLI_z_entry,params_XLIsynprice_XLI_z_exit,params_XLIsynprice_XLI_z_stop_scaler,params_XLIsynprice_XLI_z_win,params_XLKsynprice_XLK_beta_win,params_XLKsynprice_XLK_stop_loss,params_XLKsynprice_XLK_trade_freq,params_XLKsynprice_XLK_z_entry,params_XLKsynprice_XLK_z_exit,params_XLKsynprice_XLK_z_stop_scaler,params_XLKsynprice_XLK_z_win,params_XLPsynprice_XLP_beta_win,params_XLPsynprice_XLP_stop_loss,params_XLPsynprice_XLP_trade_freq,params_XLPsynprice_XLP_z_entry,params_XLPsynprice_XLP_z_exit,params_XLPsynprice_XLP_z_stop_scaler,params_XLPsynprice_XLP_z_win,params_XLREsynprice_XLRE_beta_win,params_XLREsynprice_XLRE_stop_loss,params_XLREsynprice_XLRE_trade_freq,params_XLREsynprice_XLRE_z_entry,params_XLREsynprice_XLRE_z_exit,params_XLREsynprice_XLRE_z_stop_scaler,params_XLREsynprice_XLRE_z_win,params_XLUsynprice_XLU_beta_win,params_XLUsynprice_XLU_stop_loss,params_XLUsynprice_XLU_trade_freq,params_XLUsynprice_XLU_z_entry,params_XLUsynprice_XLU_z_exit,params_XLUsynprice_XLU_z_stop_scaler,params_XLUsynprice_XLU_z_win,params_XLVsynprice_XLV_beta_win,params_XLVsynprice_XLV_stop_loss,params_XLVsynprice_XLV_trade_freq,params_XLVsynprice_XLV_z_entry,params_XLVsynprice_XLV_z_exit,params_XLVsynprice_XLV_z_stop_scaler,params_XLVsynprice_XLV_z_win,params_XLYsynprice_XLY_beta_win,params_XLYsynprice_XLY_stop_loss,params_XLYsynprice_XLY_trade_freq,params_XLYsynprice_XLY_z_entry,params_XLYsynprice_XLY_z_exit,params_XLYsynprice_XLY_z_stop_scaler,params_XLYsynprice_XLY_z_win,params_buffer_capital,params_pairs_to_trade,state
10,10,-10.804234424587047,2025-06-21 01:45:34.671064,2025-06-21 01:45:35.979936,0 days 00:00:01.308872,60.0,0.045000000000000005,3m,1.0,1.0,3.0,10.0,38.0,0.0475,5m,1.0,0.5,3.0,60.0,,,,,,,,,,,,,,,64.0,0.0325,4m,0.5,0.7,3.0,10.0,64.0,0.01,5m,0.5,1.0,1.5,60.0,,,,,,,,12.0,0.05,1m,1.0,1.0,1.5,56.0,44.0,0.027500000000000004,4m,0.8,0.5,1.5,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,6,COMPLETE
11,11,-3.405564315419974,2025-06-21 01:45:36.003476,2025-06-21 01:45:37.797636,0 days 00:00:01.794160,,,,,,,,,,,,,,,,,,,,,,14.0,0.02,5m,1.0,0.7,1.5,64.0,30.0,0.0125,2m,1.0,0.5,1.5,40.0,62.0,0.05,4m,1.0,1.0,3.0,64.0,10.0,0.05,3m,0.8,0.5,1.5,64.0,64.0,0.05,4m,1.0,0.5,1.5,10.0,,,,,,,,,,,,,,,60.0,0.01,1m,1.0,1.0,2.5,44.0,64.0,0.01,2m,0.5,1.0,3.0,14.0,50.0,0.05,3m,0.6,0.7,1.5,18.0,0.15000000000000002,8,COMPLETE
12,12,-6.917551623566049,2025-06-21 01:45:37.828643,2025-06-21 01:45:38.978667,0 days 00:00:01.150024,10.0,0.035,5m,0.5,0.5,1.5,62.0,64.0,0.01,3m,0.8,1.0,1.5,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.01,5m,0.8,1.0,3.0,58.0,,,,,,,,,,,,,,,44.0,0.03,2m,0.5,0.5,1.5,26.0,26.0,0.0175,4m,0.5,0.8,2.5,64.0,,,,,,,,0.15000000000000002,5,COMPLETE
13,13,-27.08998237781335,2025-06-21 01:45:39.002202,2025-06-21 01:45:40.215926,0 days 00:00:01.213724,32.0,0.01,1m,0.7,1.0,2.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,0.027500000000000004,3m,0.5,0.8,2.0,36.0,,,,,,,,,,,,,,,64.0,0.05,5m,0.6,0.5,3.0,40.0,60.0,0.05,5m,1.0,0.9,3.0,28.0,36.0,0.05,4m,1.0,0.8,3.0,62.0,,,,,,,,,,,,,,,0.2,5,COMPLETE
14,14,-10.99433907842034,2025-06-21 01:45:40.236502,2025-06-21 01:45:41.104966,0 days 00:00:00.868464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,0.0325,3m,0.5,0.8,2.0,32.0,,,,,,,,40.0,0.05,3m,0.8,0.8,2.0,38.0,38.0,0.0225,5m,0.6,1.0,2.0,40.0,62.0,0.0475,3m,0.7,0.8,2.5,36.0,,,,,,,,0.35000000000000003,4,COMPLETE
15,15,-18.388874152246338,2025-06-21 01:45:41.123774,2025-06-21 01:45:42.620976,0 days 00:00:01.497202,60.0,0.0325,1m,0.8,0.8,2.5,26.0,46.0,0.0225,4m,0.7,0.7,2.0,10.0,,,,,,,,20.0,0.05,4m,1.0,0.7,2.0,40.0,,,,,,,,,,,,,,,,,,,,,,50.0,0.0325,4m,0.8,0.7,3.0,30.0,52.0,0.035,4m,0.7,0.6,2.5,50.0,10.0,0.035,1m,0.8,0.5,2.5,36.0,,,,,,,,36.0,0.0225,2m,0.6,0.9,3.0,46.0,,,,,,,,0.05,7,COMPLETE
16,16,-1.2352937823322376,2025-06-21 01:45:42.642331,2025-06-21 01:45:44.763015,0 days 00:00:02.120684,,,,,,,,48.0,0.025,1m,1.0,1.0,2.0,46.0,,,,,,,,26.0,0.0225,2m,0.7,0.5,2.0,10.0,30.0,0.025,1m,1.0,0.7,2.0,62.0,10.0,0.0125,5m,0.7,0.5,2.5,38.0,30.0,0.045000000000000005,3m,0.5,0.8,3.0,40.0,22.0,0.0225,2m,0.9,0.5,2.0,46.0,,,,,,,,34.0,0.0425,2m,0.6,0.7,2.0,62.0,54.0,0.01,3m,0.9,0.6,2.5,46.0,50.0,0.05,5m,1.0,0.7,2.0,22.0,10.0,0.05,5m,0.8,0.5,2.0,20.0,0.15000000000000002,10,COMPLETE
17,17,-39.01082915647458,2025-06-21 01:45:44.787678,2025-06-21 01:45:45.059740,0 days 00:00:00.272062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,0.0425,1m,0.7,0.9,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
18,18,-1.4944444287867158,2025-06-21 01:45:45.075793,2025-06-21 01:45:46.776624,0 days 00:00:01.700831,24.0,0.04,2m,1.0,0.5,2.0,60.0,,,,,,,,12.0,0.0425,3m,0.5,0.5,2.5,32.0,12.0,0.025,5m,0.9,1.0,3.0,50.0,40.0,0.025,2m,0.7,0.6,2.0,26.0,,,,,,,,,,,,,,,64.0,0.02,5m,0.5,0.7,2.0,64.0,56.0,0.025,1m,0.7,0.7,2.5,30.0,,,,,,,,,,,,,,,32.0,0.025,1m,0.8,0.7,2.5,46.0,36.0,0.01,3m,0.8,0.9,2.0,34.0,0.2,8,COMPLETE
19,19,-15.732509955922817,2025-06-21 01:45:46.798650,2025-06-21 01:45:47.682581,0 days 00:00:00.883931,,,,,,,,,,,,,,,18.0,0.03,1m,0.5,0.5,1.5,64.0,,,,,,,,22.0,0.035,4m,0.8,0.8,1.5,50.0,50.0,0.03,4m,0.8,0.8,2.0,10.0,,,,,,,,,,,,,,,36.0,0.0425,4m,0.5,0.5,1.5,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,4,COMPLETE
20,20,-29.475835694041336,2025-06-21 01:45:47.703968,2025-06-21 01:45:49.199286,0 days 00:00:01.495318,44.0,0.0225,5m,0.6,0.9,3.0,26.0,52.0,0.015,3m,0.7,0.8,1.5,40.0,32.0,0.045000000000000005,3m,1.0,1.0,3.0,36.0,30.0,0.045000000000000005,5m,0.5,0.8,2.0,26.0,44.0,0.02,5m,0.9,0.6,2.5,30.0,,,,,,,,,,,,,,,,,,,,,,58.0,0.0325,2m,0.9,0.6,2.5,50.0,,,,,,,,28.0,0.0225,1m,0.7,0.9,1.5,28.0,,,,,,,,,,,,,,,0.2,7,COMPLETE
21,21,2.498046911289047,2025-06-21 01:45:49.221590,2025-06-21 01:45:51.330815,0 days 00:00:02.109225,48.0,0.0225,3m,0.8,0.6,2.0,48.0,,,,,,,,32.0,0.015,5m,0.6,0.7,2.0,18.0,26.0,0.0225,2m,0.7,0.5,2.0,10.0,,,,,,,,14.0,0.01,5m,0.7,0.5,2.5,36.0,28.0,0.05,3m,0.5,0.8,3.0,42.0,24.0,0.0225,2m,0.9,0.5,2.0,46.0,10.0,0.0225,3m,0.6,0.8,2.0,34.0,34.0,0.04,2m,0.6,0.7,2.0,64.0,,,,,,,,50.0,0.0475,5m,1.0,0.7,2.0,20.0,10.0,0.05,5m,0.8,0.5,2.0,10.0,0.15000000000000002,10,COMPLETE
22,22,-3.167120437399366,2025-06-21 01:45:51.359081,2025-06-21 01:45:53.307392,0 days 00:00:01.948311,,,,,,,,32.0,0.03,4m,0.5,0.9,2.5,14.0,32.0,0.015,5m,0.6,0.7,2.0,10.0,24.0,0.027500000000000004,2m,0.7,0.5,1.5,10.0,22.0,0.0375,1m,1.0,0.8,2.0,50.0,24.0,0.02,5m,0.6,0.5,2.5,50.0,26.0,0.05,3m,0.8,0.7,3.0,52.0,,,,,,,,10.0,0.0225,3m,0.6,0.9,2.0,34.0,32.0,0.04,2m,0.6,0.8,1.5,48.0,,,,,,,,56.0,0.0425,5m,1.0,0.6,1.5,12.0,,,,,,,,0.1,9,COMPLETE
23,23,-5.331218530374225,2025-06-21 01:45:53.330599,2025-06-21 01:45:55.439440,0 days 00:00:02.108841,48.0,0.0225,3m,0.8,0.6,2.0,50.0,40.0,0.02,1m,0.9,0.7,2.0,64.0,24.0,0.0225,4m,0.6,0.6,2.5,26.0,34.0,0.015,2m,0.6,0.6,2.5,48.0,56.0,0.02,3m,0.7,0.6,1.5,46.0,24.0,0.0175,1m,0.9,0.7,3.0,28.0,42.0,0.01,3m,0.5,0.9,2.0,28.0,,,,,,,,40.0,0.0175,3m,0.6,0.8,2.0,24.0,50.0,0.025,2m,0.7,1.0,2.0,20.0,,,,,,,,,,,,,,,10.0,0.04,2m,0.7,0.5,2.5,14.0,0.2,10,COMPLETE
24,24,1.308659733391844,2025-06-21 01:45:55.463932,2025-06-21 01:45:57.377808,0 days 00:00:01.913876,42.0,0.025,3m,0.9,0.7,1.5,40.0,64.0,0.01,5m,0.6,0.9,1.5,38.0,42.0,0.035,5m,0.6,0.8,1.5,46.0,20.0,0.03,2m,0.9,0.8,2.0,22.0,30.0,0.01,2m,0.9,1.0,2.5,32.0,32.0,0.025,3m,0.6,0.9,2.0,28.0,20.0,0.04,3m,1.0,0.6,2.5,50.0,24.0,0.04,2m,0.9,0.6,1.5,46.0,10.0,0.03,5m,0.7,0.7,1.5,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,9,COMPLETE
25,25,-2.110352142664099,2025-06-21 01:45:57.401235,2025-06-21 01:45:59.340289,0 days 00:00:01.939054,,,,,,,,64.0,0.0325,5m,0.6,0.6,2.5,22.0,44.0,0.0375,5m,0.7,0.9,1.5,50.0,,,,,,,,34.0,0.01,2m,0.9,1.0,2.5,10.0,32.0,0.025,3m,0.6,0.9,2.0,28.0,26.0,0.04,2m,1.0,0.5,2.0,48.0,28.0,0.04,2m,0.9,0.6,1.5,48.0,10.0,0.03,5m,0.5,0.9,1.5,36.0,26.0,0.0125,1m,0.5,0.6,2.5,64.0,,,,,,,,20.0,0.0425,4m,0.9,0.6,2.0,24.0,,,,,,,,0.4,9,COMPLETE
26,26,-4.0117440492397884,2025-06-21 01:45:59.363888,2025-06-21 01:46:01.092630,0 days 00:00:01.728742,44.0,0.027500000000000004,3m,0.9,0.7,1.5,40.0,26.0,0.05,5m,0.6,1.0,2.0,52.0,44.0,0.02,5m,0.7,0.8,1.5,48.0,18.0,0.02,4m,0.9,0.8,2.0,20.0,48.0,0.04,5m,0.5,0.9,3.0,20.0,18.0,0.0375,3m,0.6,0.9,2.0,28.0,,,,,,,,22.0,0.0425,2m,0.9,0.6,1.5,48.0,,,,,,,,,,,,,,,,,,,,,,40.0,0.04,3m,0.8,0.6,1.5,20.0,,,,,,,,0.3,8,COMPLETE
27,27,-10.457607740384228,2025-06-21 01:46:01.115782,2025-06-21 01:46:02.627776,0 days 00:00:01.511994,54.0,0.0175,3m,0.9,0.6,1.5,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,0.0375,1m,0.7,0.6,3.0,54.0,20.0,0.0175,2m,0.9,0.5,2.0,38.0,18.0,0.025,5m,0.7,0.8,1.5,20.0,46.0,0.025,4m,0.7,0.7,3.0,48.0,10.0,0.05,2m,0.5,0.5,1.5,18.0,10.0,0.05,5m,1.0,0.9,2.0,34.0,,,,,,,,0.25,7,COMPLETE
28,28,-1.3144927573069611,2025-06-21 01:46:02.651961,2025-06-21 01:46:04.598747,0 days 00:00:01.946786,30.0,0.03,3m,0.8,0.7,2.0,54.0,10.0,0.01,5m,0.5,0.8,1.5,34.0,42.0,0.05,5m,0.6,0.9,2.0,24.0,,,,,,,,38.0,0.027500000000000004,3m,0.6,0.9,2.5,32.0,50.0,0.015,3m,0.7,0.9,2.5,46.0,20.0,0.0425,5m,0.6,0.6,2.5,44.0,,,,,,,,,,,,,,,64.0,0.027500000000000004,3m,0.9,0.5,2.5,54.0,64.0,0.04,4m,0.7,0.6,2.0,10.0,,,,,,,,24.0,0.0175,4m,0.5,0.6,3.0,62.0,0.4,9,COMPLETE
29,29,-2.1676938375006825,2025-06-21 01:46:04.623192,2025-06-21 01:46:05.082841,0 days 00:00:00.459649,,,,,,,,20.0,0.027500000000000004,5m,0.9,0.5,2.0,50.0,52.0,0.0225,5m,0.9,0.8,1.5,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
30,30,-14.755544852636032,2025-06-21 01:46:05.105958,2025-06-21 01:46:06.807093,0 days 00:00:01.701135,,,,,,,,42.0,0.0425,2m,0.6,0.9,2.5,20.0,34.0,0.035,4m,0.6,0.7,2.0,62.0,58.0,0.027500000000000004,1m,0.9,0.6,1.5,16.0,16.0,0.015,1m,0.8,1.0,2.0,20.0,,,,,,,,42.0,0.0325,4m,0.9,0.6,2.0,62.0,,,,,,,,18.0,0.015,5m,0.6,0.7,1.5,48.0,,,,,,,,,,,,,,,40.0,0.035,5m,0.9,0.7,2.5,10.0,20.0,0.035,5m,0.7,0.6,1.5,36.0,0.25,8,COMPLETE
31,31,1.2477465196091018,2025-06-21 01:46:06.835150,2025-06-21 01:46:09.200118,0 days 00:00:02.364968,42.0,0.0175,3m,0.9,0.6,2.5,40.0,56.0,0.0175,3m,0.7,0.9,1.5,40.0,,,,,,,,22.0,0.03,2m,0.8,0.8,2.0,30.0,24.0,0.0175,2m,0.9,0.7,2.0,34.0,34.0,0.0225,5m,0.6,0.6,1.5,32.0,14.0,0.0475,3m,0.9,0.8,2.5,30.0,40.0,0.027500000000000004,2m,0.8,0.6,2.5,54.0,30.0,0.045000000000000005,3m,0.7,0.6,2.0,44.0,24.0,0.0425,5m,0.9,0.9,1.5,34.0,,,,,,,,,,,,,,,44.0,0.0425,2m,0.9,0.8,2.0,10.0,0.15000000000000002,10,COMPLETE
32,32,-0.08037366409381486,2025-06-21 01:46:09.225342,2025-06-21 01:46:11.400095,0 days 00:00:02.174753,,,,,,,,60.0,0.02,3m,0.8,0.9,1.5,44.0,28.0,0.01,1m,0.7,0.9,1.5,22.0,18.0,0.03,2m,0.8,0.8,2.0,30.0,30.0,0.0175,2m,0.9,0.8,2.5,32.0,34.0,0.0225,5m,0.6,0.6,1.5,32.0,,,,,,,,42.0,0.027500000000000004,2m,0.8,0.6,2.5,54.0,30.0,0.035,3m,0.8,0.7,2.0,58.0,24.0,0.0375,5m,0.9,0.9,2.0,44.0,,,,,,,,56.0,0.01,1m,0.8,0.9,1.5,28.0,36.0,0.04,5m,0.9,0.8,2.5,10.0,0.1,10,COMPLETE
33,33,-0.21586104498303912,2025-06-21 01:46:11.426412,2025-06-21 01:46:13.336266,0 days 00:00:01.909854,,,,,,,,52.0,0.01,4m,0.7,1.0,1.5,34.0,40.0,0.025,5m,0.6,0.6,2.0,44.0,28.0,0.0175,2m,0.9,0.7,2.0,30.0,,,,,,,,30.0,0.035,5m,0.5,0.5,1.5,22.0,20.0,0.045000000000000005,3m,1.0,0.9,2.5,30.0,38.0,0.0375,2m,0.7,0.5,2.5,44.0,,,,,,,,,,,,,,,50.0,0.04,5m,0.6,0.9,3.0,32.0,28.0,0.045000000000000005,4m,1.0,0.8,2.0,18.0,46.0,0.0425,3m,0.8,0.7,2.0,28.0,0.2,9,COMPLETE
