,number,value,datetime_start,datetime_complete,duration,params_DIAsynprice_DIA_beta_win,params_DIAsynprice_DIA_stop_loss,params_DIAsynprice_DIA_trade_freq,params_DIAsynprice_DIA_z_entry,params_DIAsynprice_DIA_z_exit,params_DIAsynprice_DIA_z_stop_scaler,params_DIAsynprice_DIA_z_win,params_QQQsynprice_QQQ_beta_win,params_QQQsynprice_QQQ_stop_loss,params_QQQsynprice_QQQ_trade_freq,params_QQQsynprice_QQQ_z_entry,params_QQQsynprice_QQQ_z_exit,params_QQQsynprice_QQQ_z_stop_scaler,params_QQQsynprice_QQQ_z_win,params_XLBsynprice_XLB_beta_win,params_XLBsynprice_XLB_stop_loss,params_XLBsynprice_XLB_trade_freq,params_XLBsynprice_XLB_z_entry,params_XLBsynprice_XLB_z_exit,params_XLBsynprice_XLB_z_stop_scaler,params_XLBsynprice_XLB_z_win,params_XLCsynprice_XLC_beta_win,params_XLCsynprice_XLC_stop_loss,params_XLCsynprice_XLC_trade_freq,params_XLCsynprice_XLC_z_entry,params_XLCsynprice_XLC_z_exit,params_XLCsynprice_XLC_z_stop_scaler,params_XLCsynprice_XLC_z_win,params_XLEsynprice_XLE_beta_win,params_XLEsynprice_XLE_stop_loss,params_XLEsynprice_XLE_trade_freq,params_XLEsynprice_XLE_z_entry,params_XLEsynprice_XLE_z_exit,params_XLEsynprice_XLE_z_stop_scaler,params_XLEsynprice_XLE_z_win,params_XLFsynprice_XLF_beta_win,params_XLFsynprice_XLF_stop_loss,params_XLFsynprice_XLF_trade_freq,params_XLFsynprice_XLF_z_entry,params_XLFsynprice_XLF_z_exit,params_XLFsynprice_XLF_z_stop_scaler,params_XLFsynprice_XLF_z_win,params_XLIsynprice_XLI_beta_win,params_XLIsynprice_XLI_stop_loss,params_XLIsynprice_XLI_trade_freq,params_XLIsynprice_XLI_z_entry,params_XLIsynprice_XLI_z_exit,params_XLIsynprice_XLI_z_stop_scaler,params_XLIsynprice_XLI_z_win,params_XLKsynprice_XLK_beta_win,params_XLKsynprice_XLK_stop_loss,params_XLKsynprice_XLK_trade_freq,params_XLKsynprice_XLK_z_entry,params_XLKsynprice_XLK_z_exit,params_XLKsynprice_XLK_z_stop_scaler,params_XLKsynprice_XLK_z_win,params_XLPsynprice_XLP_beta_win,params_XLPsynprice_XLP_stop_loss,params_XLPsynprice_XLP_trade_freq,params_XLPsynprice_XLP_z_entry,params_XLPsynprice_XLP_z_exit,params_XLPsynprice_XLP_z_stop_scaler,params_XLPsynprice_XLP_z_win,params_XLREsynprice_XLRE_beta_win,params_XLREsynprice_XLRE_stop_loss,params_XLREsynprice_XLRE_trade_freq,params_XLREsynprice_XLRE_z_entry,params_XLREsynprice_XLRE_z_exit,params_XLREsynprice_XLRE_z_stop_scaler,params_XLREsynprice_XLRE_z_win,params_XLUsynprice_XLU_beta_win,params_XLUsynprice_XLU_stop_loss,params_XLUsynprice_XLU_trade_freq,params_XLUsynprice_XLU_z_entry,params_XLUsynprice_XLU_z_exit,params_XLUsynprice_XLU_z_stop_scaler,params_XLUsynprice_XLU_z_win,params_XLVsynprice_XLV_beta_win,params_XLVsynprice_XLV_stop_loss,params_XLVsynprice_XLV_trade_freq,params_XLVsynprice_XLV_z_entry,params_XLVsynprice_XLV_z_exit,params_XLVsynprice_XLV_z_stop_scaler,params_XLVsynprice_XLV_z_win,params_XLYsynprice_XLY_beta_win,params_XLYsynprice_XLY_stop_loss,params_XLYsynprice_XLY_trade_freq,params_XLYsynprice_XLY_z_entry,params_XLYsynprice_XLY_z_exit,params_XLYsynprice_XLY_z_stop_scaler,params_XLYsynprice_XLY_z_win,params_buffer_capital,params_pairs_to_trade,state
10,10,-13.50253027568907,2025-06-21 01:36:04.760358,2025-06-21 01:36:05.995695,0 days 00:00:01.235337,62.0,0.01,1m,0.5,1.0,3.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0475,5m,1.0,1.0,1.5,60.0,60.0,0.05,3m,0.6,0.5,1.5,10.0,,,,,,,,,,,,,,,,,,,,,,32.0,0.05,5m,1.0,0.5,3.0,10.0,64.0,0.05,5m,0.5,1.0,3.0,60.0,24.0,0.0125,3m,0.5,0.8,3.0,58.0,0.05,6,COMPLETE
11,11,-16.35100883297132,2025-06-21 01:36:06.032179,2025-06-21 01:36:06.307701,0 days 00:00:00.275522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,0.05,1m,1.0,0.5,2.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
12,12,-0.0933866193228776,2025-06-21 01:36:06.327247,2025-06-21 01:36:06.587870,0 days 00:00:00.260623,,,,,,,,,,,,,,,,,,,,,,40.0,0.0475,3m,1.0,0.5,3.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
13,13,-59.66237226522412,2025-06-21 01:36:06.605926,2025-06-21 01:36:07.826670,0 days 00:00:01.220744,,,,,,,,58.0,0.01,1m,0.5,1.0,3.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.01,2m,1.0,0.7,2.0,64.0,62.0,0.05,1m,0.5,0.6,1.5,16.0,64.0,0.05,3m,0.5,0.5,3.0,12.0,,,,,,,,,,,,,,,32.0,0.025,3m,0.5,0.5,2.5,46.0,0.35000000000000003,5,COMPLETE
14,14,-10.955640516708758,2025-06-21 01:36:07.850493,2025-06-21 01:36:08.830419,0 days 00:00:00.979926,42.0,0.01,5m,0.5,0.9,1.5,34.0,,,,,,,,54.0,0.05,5m,0.5,1.0,1.5,10.0,,,,,,,,64.0,0.0125,2m,0.7,1.0,1.5,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,0.045000000000000005,2m,0.5,0.9,1.5,64.0,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
15,15,-12.219279952186735,2025-06-21 01:36:08.856643,2025-06-21 01:36:09.141083,0 days 00:00:00.284440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.035,4m,0.7,0.8,2.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
16,16,-24.643686763258327,2025-06-21 01:36:09.159599,2025-06-21 01:36:10.686396,0 days 00:00:01.526797,32.0,0.0225,4m,0.7,0.8,2.5,44.0,64.0,0.0475,4m,0.7,0.7,2.0,64.0,,,,,,,,40.0,0.05,3m,1.0,0.5,3.0,34.0,34.0,0.05,2m,0.8,0.5,3.0,12.0,10.0,0.01,1m,0.7,0.5,1.5,64.0,42.0,0.02,1m,0.5,1.0,2.5,48.0,,,,,,,,,,,,,,,,,,,,,,26.0,0.0375,4m,0.9,0.5,3.0,20.0,,,,,,,,,,,,,,,0.05,7,COMPLETE
17,17,-4.218603908054208,2025-06-21 01:36:10.707314,2025-06-21 01:36:11.584186,0 days 00:00:00.876872,,,,,,,,,,,,,,,34.0,0.03,4m,1.0,0.5,2.5,64.0,,,,,,,,,,,,,,,,,,,,,,64.0,0.04,4m,0.7,0.6,3.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.03,3m,0.8,0.5,2.0,64.0,42.0,0.025,4m,0.6,0.7,2.5,36.0,0.4,4,COMPLETE
18,18,-29.69250825812763,2025-06-21 01:36:11.603167,2025-06-21 01:36:12.056233,0 days 00:00:00.453066,,,,,,,,10.0,0.0225,1m,0.5,1.0,2.5,44.0,,,,,,,,,,,,,,,,,,,,,,32.0,0.03,4m,0.8,1.0,3.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
19,19,-3.503128255973525,2025-06-21 01:36:12.079271,2025-06-21 01:36:12.563857,0 days 00:00:00.484586,62.0,0.02,2m,0.7,0.5,3.0,18.0,50.0,0.05,5m,0.7,0.8,2.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
20,20,-31.078674452254994,2025-06-21 01:36:12.582701,2025-06-21 01:36:14.255807,0 days 00:00:01.673106,60.0,0.027500000000000004,3m,1.0,0.5,2.0,10.0,48.0,0.05,5m,0.7,0.8,2.0,52.0,38.0,0.03,1m,0.5,1.0,2.0,10.0,,,,,,,,10.0,0.0375,4m,1.0,0.8,2.0,62.0,64.0,0.0375,5m,1.0,0.8,2.5,32.0,,,,,,,,,,,,,,,,,,,,,,10.0,0.01,1m,0.7,0.7,1.5,64.0,,,,,,,,10.0,0.0125,4m,0.7,0.7,2.5,44.0,64.0,0.05,1m,0.7,0.5,3.0,10.0,0.2,8,COMPLETE
21,21,-13.78621896055881,2025-06-21 01:36:14.275937,2025-06-21 01:36:14.746887,0 days 00:00:00.470950,50.0,0.0175,2m,0.7,0.8,3.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,0.02,2m,0.5,0.5,2.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
22,22,-11.816171074360215,2025-06-21 01:36:14.765424,2025-06-21 01:36:15.649597,0 days 00:00:00.884173,32.0,0.0175,2m,0.6,0.5,3.0,44.0,,,,,,,,32.0,0.01,5m,1.0,0.7,2.0,30.0,,,,,,,,32.0,0.01,5m,0.5,0.9,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,64.0,0.01,3m,0.8,0.7,2.5,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,4,COMPLETE
23,23,-3.1947735096459815,2025-06-21 01:36:15.667848,2025-06-21 01:36:16.139159,0 days 00:00:00.471311,54.0,0.0175,2m,0.9,0.7,2.5,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0175,3m,0.7,1.0,2.0,46.0,0.05,2,COMPLETE
24,24,-60.28699102418857,2025-06-21 01:36:16.158097,2025-06-21 01:36:16.419018,0 days 00:00:00.260921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,0.0225,1m,0.7,0.7,2.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
25,25,-5.723661471820527,2025-06-21 01:36:16.438252,2025-06-21 01:36:16.892963,0 days 00:00:00.454711,,,,,,,,,,,,,,,,,,,,,,38.0,0.05,3m,1.0,0.5,3.0,34.0,,,,,,,,,,,,,,,,,,,,,,64.0,0.01,4m,0.5,0.7,3.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
26,26,-7.569894011172102,2025-06-21 01:36:16.912006,2025-06-21 01:36:17.969286,0 days 00:00:01.057280,54.0,0.05,4m,0.9,0.6,2.5,22.0,,,,,,,,50.0,0.05,4m,0.7,0.5,2.5,40.0,,,,,,,,,,,,,,,18.0,0.0375,4m,0.7,0.9,1.5,24.0,,,,,,,,32.0,0.025,5m,1.0,1.0,2.0,10.0,10.0,0.01,4m,1.0,0.8,1.5,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,5,COMPLETE
27,27,-30.60296613313657,2025-06-21 01:36:17.990539,2025-06-21 01:36:18.454224,0 days 00:00:00.463685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.035,1m,0.8,0.6,1.5,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.02,5m,0.7,1.0,2.0,24.0,0.45,2,COMPLETE
28,28,-3.6638408605456743,2025-06-21 01:36:18.474855,2025-06-21 01:36:18.729190,0 days 00:00:00.254335,,,,,,,,48.0,0.045000000000000005,5m,0.8,0.7,2.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
29,29,-4.782245205234013,2025-06-21 01:36:18.747728,2025-06-21 01:36:19.403792,0 days 00:00:00.656064,,,,,,,,,,,,,,,24.0,0.04,2m,0.6,0.9,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.05,5m,0.7,1.0,2.0,32.0,,,,,,,,,,,,,,,,,,,,,,20.0,0.035,2m,0.8,0.8,2.0,44.0,0.25,3,COMPLETE
30,30,-7.009039059142398,2025-06-21 01:36:19.426031,2025-06-21 01:36:20.274068,0 days 00:00:00.848037,64.0,0.027500000000000004,5m,0.9,0.7,2.5,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,0.045000000000000005,5m,1.0,1.0,3.0,12.0,,,,,,,,42.0,0.027500000000000004,3m,0.5,1.0,2.0,28.0,18.0,0.02,4m,0.9,0.7,2.0,28.0,0.15000000000000002,4,COMPLETE
31,31,-51.46349082284547,2025-06-21 01:36:20.293610,2025-06-21 01:36:20.552386,0 days 00:00:00.258776,52.0,0.0225,1m,0.9,0.5,2.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
32,32,-8.69049754471913,2025-06-21 01:36:20.571659,2025-06-21 01:36:21.032748,0 days 00:00:00.461089,,,,,,,,,,,,,,,,,,,,,,48.0,0.04,3m,0.9,0.6,2.5,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.04,1m,0.9,0.8,3.0,50.0,,,,,,,,0.05,2,COMPLETE
33,33,0.10611943742763767,2025-06-21 01:36:21.050873,2025-06-21 01:36:21.301700,0 days 00:00:00.250827,,,,,,,,46.0,0.045000000000000005,5m,0.8,0.7,2.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
34,34,-4.593084464224568,2025-06-21 01:36:21.319113,2025-06-21 01:36:21.574388,0 days 00:00:00.255275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,0.02,4m,1.0,0.8,3.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
35,35,-9.645589624768624,2025-06-21 01:36:21.592761,2025-06-21 01:36:22.051413,0 days 00:00:00.458652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,0.04,1m,0.8,0.7,2.5,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.01,5m,0.8,0.8,2.0,24.0,,,,,,,,,,,,,,,0.05,2,COMPLETE
36,36,-1.989623120778056,2025-06-21 01:36:22.068934,2025-06-21 01:36:22.724784,0 days 00:00:00.655850,10.0,0.0325,2m,0.6,1.0,2.5,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.0425,3m,1.0,0.9,2.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,0.03,3m,0.6,0.9,2.0,52.0,0.15000000000000002,3,COMPLETE
37,37,-12.356807543554561,2025-06-21 01:36:22.747913,2025-06-21 01:36:23.410890,0 days 00:00:00.662977,,,,,,,,,,,,,,,46.0,0.0225,3m,0.9,0.7,2.0,52.0,26.0,0.01,1m,0.8,1.0,2.5,64.0,,,,,,,,,,,,,,,,,,,,,,40.0,0.0175,2m,0.5,0.8,2.5,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
38,38,-7.703591494562276,2025-06-21 01:36:23.429280,2025-06-21 01:36:24.098083,0 days 00:00:00.668803,,,,,,,,32.0,0.025,3m,0.9,0.5,2.5,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.035,2m,0.6,1.0,1.5,64.0,60.0,0.0225,4m,0.7,0.5,2.0,28.0,,,,,,,,0.3,3,COMPLETE
39,39,-2.0986433178597865,2025-06-21 01:36:24.119102,2025-06-21 01:36:24.370013,0 days 00:00:00.250911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0225,5m,0.9,0.9,2.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
40,40,-1.2284876208802036,2025-06-21 01:36:24.388047,2025-06-21 01:36:24.639930,0 days 00:00:00.251883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,0.0325,4m,0.5,0.5,1.5,38.0,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
41,41,-25.342490206732162,2025-06-21 01:36:24.658439,2025-06-21 01:36:24.920740,0 days 00:00:00.262301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0375,1m,0.8,0.5,2.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
42,42,-7.6693097616502195,2025-06-21 01:36:24.937772,2025-06-21 01:36:25.197740,0 days 00:00:00.259968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.04,3m,0.8,0.5,1.5,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
43,43,-1.7235322623539806,2025-06-21 01:36:25.214506,2025-06-21 01:36:25.462286,0 days 00:00:00.247780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.0175,5m,0.9,0.9,2.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
44,44,-1.9930306404035694,2025-06-21 01:36:25.479250,2025-06-21 01:36:25.727147,0 days 00:00:00.247897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,0.0175,5m,0.9,0.9,2.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
